GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G42718","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42718",,,,,,,"ZCTA5 42718",0.4326,"ZCTA5 42718",0.0178
"G42721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42721",,,,,,,"ZCTA5 42721",0.4156,"ZCTA5 42721",0.0382
"G42722","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42722",,,,,,,"ZCTA5 42722",0.3269,"ZCTA5 42722",0.0757
"G42724","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42724",,,,,,,"ZCTA5 42724",0.3915,"ZCTA5 42724",0.0437
"G42726","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42726",,,,,,,"ZCTA5 42726",0.4297,"ZCTA5 42726",0.0281
"G42728","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42728",,,,,,,"ZCTA5 42728",0.4491,"ZCTA5 42728",0.0200
"G42729","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42729",,,,,,,"ZCTA5 42729",0.4487,"ZCTA5 42729",0.0634
"G42731","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42731",,,,,,,"ZCTA5 42731",0.3006,"ZCTA5 42731",0.0765
"G42732","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42732",,,,,,,"ZCTA5 42732",0.3761,"ZCTA5 42732",0.0660
"G42733","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42733",,,,,,,"ZCTA5 42733",0.3930,"ZCTA5 42733",0.0505
"G42740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42740",,,,,,,"ZCTA5 42740",0.2985,"ZCTA5 42740",0.0685
"G42741","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42741",,,,,,,"ZCTA5 42741",0.4690,"ZCTA5 42741",0.1016
"G42743","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42743",,,,,,,"ZCTA5 42743",0.4741,"ZCTA5 42743",0.0372
"G42746","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42746",,,,,,,"ZCTA5 42746",0.3864,"ZCTA5 42746",0.0531
"G42748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42748",,,,,,,"ZCTA5 42748",0.4501,"ZCTA5 42748",0.0344
"G42749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42749",,,,,,,"ZCTA5 42749",0.4846,"ZCTA5 42749",0.0703
"G42753","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42753",,,,,,,"ZCTA5 42753",0.3957,"ZCTA5 42753",0.0528
"G42754","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42754",,,,,,,"ZCTA5 42754",0.4990,"ZCTA5 42754",0.0706
"G42757","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42757",,,,,,,"ZCTA5 42757",0.5242,"ZCTA5 42757",0.0991
"G42758","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42758",,,,,,,"ZCTA5 42758",0.4441,"ZCTA5 42758",0.1930
"G42762","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42762",,,,,,,"ZCTA5 42762",0.3002,"ZCTA5 42762",0.1769
"G42764","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42764",,,,,,,"ZCTA5 42764",0.4674,"ZCTA5 42764",0.0883
"G42765","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42765",,,,,,,"ZCTA5 42765",0.5065,"ZCTA5 42765",0.0875
"G42776","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42776",,,,,,,"ZCTA5 42776",0.3476,"ZCTA5 42776",0.0345
"G42782","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42782",,,,,,,"ZCTA5 42782",0.4890,"ZCTA5 42782",0.0844
"G42784","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42784",,,,,,,"ZCTA5 42784",0.4810,"ZCTA5 42784",0.0607
"G42788","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"42788",,,,,,,"ZCTA5 42788",0.2900,"ZCTA5 42788",0.1092
"G43001","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43001",,,,,,,"ZCTA5 43001",0.3188,"ZCTA5 43001",0.0328
"G43002","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43002",,,,,,,"ZCTA5 43002",0.2890,"ZCTA5 43002",0.0472
"G43003","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43003",,,,,,,"ZCTA5 43003",0.4016,"ZCTA5 43003",0.0455
"G43004","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43004",,,,,,,"ZCTA5 43004",0.4571,"ZCTA5 43004",0.0325
"G43005","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43005",,,,,,,"ZCTA5 43005",0.2834,"ZCTA5 43005",0.1154
"G43006","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43006",,,,,,,"ZCTA5 43006",0.4955,"ZCTA5 43006",0.0890
"G43008","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43008",,,,,,,"ZCTA5 43008",0.4831,"ZCTA5 43008",0.0842
"G43009","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43009",,,,,,,"ZCTA5 43009",0.3113,"ZCTA5 43009",0.0524
"G43010","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43010",,,,,,,"ZCTA5 43010",0.3787,"ZCTA5 43010",0.0812
"G43011","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43011",,,,,,,"ZCTA5 43011",0.4033,"ZCTA5 43011",0.0371
"G43013","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43013",,,,,,,"ZCTA5 43013",0.4549,"ZCTA5 43013",0.1352
"G43014","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43014",,,,,,,"ZCTA5 43014",0.4088,"ZCTA5 43014",0.0455
"G43015","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43015",,,,,,,"ZCTA5 43015",0.4346,"ZCTA5 43015",0.0212
"G43016","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43016",,,,,,,"ZCTA5 43016",0.4185,"ZCTA5 43016",0.0245
"G43017","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43017",,,,,,,"ZCTA5 43017",0.4511,"ZCTA5 43017",0.0224
"G43019","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43019",,,,,,,"ZCTA5 43019",0.4299,"ZCTA5 43019",0.0475
"G43021","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43021",,,,,,,"ZCTA5 43021",0.3668,"ZCTA5 43021",0.0402
"G43022","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43022",,,,,,,"ZCTA5 43022",0.3859,"ZCTA5 43022",0.0590
"G43023","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43023",,,,,,,"ZCTA5 43023",0.3746,"ZCTA5 43023",0.0243
"G43025","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43025",,,,,,,"ZCTA5 43025",0.4297,"ZCTA5 43025",0.0438
"G43026","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43026",,,,,,,"ZCTA5 43026",0.3967,"ZCTA5 43026",0.0163
"G43028","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43028",,,,,,,"ZCTA5 43028",0.3967,"ZCTA5 43028",0.0572
"G43029","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43029",,,,,,,"ZCTA5 43029",0.4120,"ZCTA5 43029",0.1038
"G43030","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43030",,,,,,,"ZCTA5 43030",,"ZCTA5 43030",
"G43031","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43031",,,,,,,"ZCTA5 43031",0.3540,"ZCTA5 43031",0.0291
"G43032","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43032",,,,,,,"ZCTA5 43032",0.3534,"ZCTA5 43032",0.1397
"G43033","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43033",,,,,,,"ZCTA5 43033",0.3508,"ZCTA5 43033",0.0655
"G43035","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43035",,,,,,,"ZCTA5 43035",0.3660,"ZCTA5 43035",0.0203
"G43036","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43036",,,,,,,"ZCTA5 43036",0.4271,"ZCTA5 43036",0.0826
"G43037","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43037",,,,,,,"ZCTA5 43037",0.3084,"ZCTA5 43037",0.1159
"G43040","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43040",,,,,,,"ZCTA5 43040",0.3857,"ZCTA5 43040",0.0175
"G43044","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43044",,,,,,,"ZCTA5 43044",0.3549,"ZCTA5 43044",0.0398
"G43045","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43045",,,,,,,"ZCTA5 43045",0.3306,"ZCTA5 43045",0.0518
"G43046","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43046",,,,,,,"ZCTA5 43046",0.4455,"ZCTA5 43046",0.0515
"G43050","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43050",,,,,,,"ZCTA5 43050",0.4396,"ZCTA5 43050",0.0216
"G43054","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43054",,,,,,,"ZCTA5 43054",0.4684,"ZCTA5 43054",0.0311
"G43055","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43055",,,,,,,"ZCTA5 43055",0.4578,"ZCTA5 43055",0.0196
"G43056","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43056",,,,,,,"ZCTA5 43056",0.4520,"ZCTA5 43056",0.0661
"G43060","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43060",,,,,,,"ZCTA5 43060",0.5194,"ZCTA5 43060",0.1199
"G43061","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43061",,,,,,,"ZCTA5 43061",0.3763,"ZCTA5 43061",0.0399
"G43062","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43062",,,,,,,"ZCTA5 43062",0.3517,"ZCTA5 43062",0.0178
"G43064","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43064",,,,,,,"ZCTA5 43064",0.3869,"ZCTA5 43064",0.0225
"G43065","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43065",,,,,,,"ZCTA5 43065",0.4013,"ZCTA5 43065",0.0151
"G43066","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43066",,,,,,,"ZCTA5 43066",0.3249,"ZCTA5 43066",0.0513
"G43067","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43067",,,,,,,"ZCTA5 43067",0.3615,"ZCTA5 43067",0.0886
"G43068","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43068",,,,,,,"ZCTA5 43068",0.3909,"ZCTA5 43068",0.0157
"G43070","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43070",,,,,,,"ZCTA5 43070",0.2766,"ZCTA5 43070",0.1516
"G43071","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43071",,,,,,,"ZCTA5 43071",0.3356,"ZCTA5 43071",0.0362
"G43072","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43072",,,,,,,"ZCTA5 43072",0.3526,"ZCTA5 43072",0.0370
"G43074","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43074",,,,,,,"ZCTA5 43074",0.3651,"ZCTA5 43074",0.0278
"G43076","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43076",,,,,,,"ZCTA5 43076",0.3887,"ZCTA5 43076",0.0232
"G43077","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43077",,,,,,,"ZCTA5 43077",0.2827,"ZCTA5 43077",0.0655
"G43078","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43078",,,,,,,"ZCTA5 43078",0.4044,"ZCTA5 43078",0.0159
"G43080","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43080",,,,,,,"ZCTA5 43080",0.4407,"ZCTA5 43080",0.0414
"G43081","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43081",,,,,,,"ZCTA5 43081",0.3829,"ZCTA5 43081",0.0161
"G43082","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43082",,,,,,,"ZCTA5 43082",0.4175,"ZCTA5 43082",0.0260
"G43084","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43084",,,,,,,"ZCTA5 43084",0.3169,"ZCTA5 43084",0.0452
"G43085","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43085",,,,,,,"ZCTA5 43085",0.4245,"ZCTA5 43085",0.0188
"G43101","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43101",,,,,,,"ZCTA5 43101",0.3490,"ZCTA5 43101",0.0583
"G43102","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43102",,,,,,,"ZCTA5 43102",0.3561,"ZCTA5 43102",0.0470
"G43103","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43103",,,,,,,"ZCTA5 43103",0.3599,"ZCTA5 43103",0.0224
"G43105","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43105",,,,,,,"ZCTA5 43105",0.3986,"ZCTA5 43105",0.0360
"G43106","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43106",,,,,,,"ZCTA5 43106",0.4409,"ZCTA5 43106",0.0524
"G43107","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43107",,,,,,,"ZCTA5 43107",0.3678,"ZCTA5 43107",0.0423
"G43109","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43109",,,,,,,"ZCTA5 43109",0.4376,"ZCTA5 43109",0.1472
"G43110","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43110",,,,,,,"ZCTA5 43110",0.3757,"ZCTA5 43110",0.0234
"G43111","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43111",,,,,,,"ZCTA5 43111",0.2758,"ZCTA5 43111",0.1013
"G43112","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43112",,,,,,,"ZCTA5 43112",0.3548,"ZCTA5 43112",0.0352
"G43113","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43113",,,,,,,"ZCTA5 43113",0.4189,"ZCTA5 43113",0.0244
"G43115","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43115",,,,,,,"ZCTA5 43115",0.4506,"ZCTA5 43115",0.0413
"G43116","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43116",,,,,,,"ZCTA5 43116",0.2935,"ZCTA5 43116",0.0390
"G43117","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43117",,,,,,,"ZCTA5 43117",0.1109,"ZCTA5 43117",0.1591
"G43119","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43119",,,,,,,"ZCTA5 43119",0.3585,"ZCTA5 43119",0.0169
"G43123","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43123",,,,,,,"ZCTA5 43123",0.3867,"ZCTA5 43123",0.0175
"G43125","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43125",,,,,,,"ZCTA5 43125",0.3703,"ZCTA5 43125",0.0324
"G43126","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43126",,,,,,,"ZCTA5 43126",0.4002,"ZCTA5 43126",0.0755
"G43127","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43127",,,,,,,"ZCTA5 43127",0.3062,"ZCTA5 43127",0.2538
"G43128","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43128",,,,,,,"ZCTA5 43128",0.3967,"ZCTA5 43128",0.0306
"G43130","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43130",,,,,,,"ZCTA5 43130",0.4433,"ZCTA5 43130",0.0138
"G43135","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43135",,,,,,,"ZCTA5 43135",0.4089,"ZCTA5 43135",0.0363
"G43136","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43136",,,,,,,"ZCTA5 43136",0.3851,"ZCTA5 43136",0.0608
"G43137","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43137",,,,,,,"ZCTA5 43137",0.3869,"ZCTA5 43137",0.0578
"G43138","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43138",,,,,,,"ZCTA5 43138",0.4256,"ZCTA5 43138",0.0140
"G43140","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43140",,,,,,,"ZCTA5 43140",0.4088,"ZCTA5 43140",0.0222
"G43142","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43142",,,,,,,"ZCTA5 43142",0.3447,"ZCTA5 43142",0.1049
"G43143","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43143",,,,,,,"ZCTA5 43143",0.4416,"ZCTA5 43143",0.0640
"G43144","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43144",,,,,,,"ZCTA5 43144",0.3549,"ZCTA5 43144",0.0346
"G43145","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43145",,,,,,,"ZCTA5 43145",0.4813,"ZCTA5 43145",0.1150
"G43146","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43146",,,,,,,"ZCTA5 43146",0.3807,"ZCTA5 43146",0.0364
"G43147","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43147",,,,,,,"ZCTA5 43147",0.3502,"ZCTA5 43147",0.0172
"G43148","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43148",,,,,,,"ZCTA5 43148",0.4444,"ZCTA5 43148",0.0515
"G43149","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43149",,,,,,,"ZCTA5 43149",0.3566,"ZCTA5 43149",0.0459
"G43150","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43150",,,,,,,"ZCTA5 43150",0.3604,"ZCTA5 43150",0.0558
"G43151","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43151",,,,,,,"ZCTA5 43151",0.3302,"ZCTA5 43151",0.0654
"G43152","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43152",,,,,,,"ZCTA5 43152",0.3990,"ZCTA5 43152",0.0543
"G43153","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43153",,,,,,,"ZCTA5 43153",0.3762,"ZCTA5 43153",0.0572
"G43154","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43154",,,,,,,"ZCTA5 43154",0.4396,"ZCTA5 43154",0.0936
"G43155","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43155",,,,,,,"ZCTA5 43155",0.3956,"ZCTA5 43155",0.0555
"G43156","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43156",,,,,,,"ZCTA5 43156",0.3528,"ZCTA5 43156",0.0387
"G43157","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43157",,,,,,,"ZCTA5 43157",0.3640,"ZCTA5 43157",0.0475
"G43158","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43158",,,,,,,"ZCTA5 43158",0.3913,"ZCTA5 43158",0.1128
"G43160","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43160",,,,,,,"ZCTA5 43160",0.4354,"ZCTA5 43160",0.0248
"G43162","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43162",,,,,,,"ZCTA5 43162",0.4062,"ZCTA5 43162",0.0356
"G43164","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43164",,,,,,,"ZCTA5 43164",0.4205,"ZCTA5 43164",0.0912
"G43201","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43201",,,,,,,"ZCTA5 43201",0.5709,"ZCTA5 43201",0.0183
"G43202","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43202",,,,,,,"ZCTA5 43202",0.4569,"ZCTA5 43202",0.0175
"G43203","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43203",,,,,,,"ZCTA5 43203",0.5217,"ZCTA5 43203",0.0292
"G43204","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43204",,,,,,,"ZCTA5 43204",0.4715,"ZCTA5 43204",0.0217
"G43205","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43205",,,,,,,"ZCTA5 43205",0.5163,"ZCTA5 43205",0.0275
"G43206","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43206",,,,,,,"ZCTA5 43206",0.5387,"ZCTA5 43206",0.0257
"G43207","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43207",,,,,,,"ZCTA5 43207",0.4198,"ZCTA5 43207",0.0217
"G43209","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43209",,,,,,,"ZCTA5 43209",0.5275,"ZCTA5 43209",0.0173
"G43210","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43210",,,,,,,"ZCTA5 43210",0.4882,"ZCTA5 43210",0.0784
"G43211","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43211",,,,,,,"ZCTA5 43211",0.5070,"ZCTA5 43211",0.0522
"G43212","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43212",,,,,,,"ZCTA5 43212",0.5051,"ZCTA5 43212",0.0220
"G43213","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43213",,,,,,,"ZCTA5 43213",0.4279,"ZCTA5 43213",0.0259
"G43214","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43214",,,,,,,"ZCTA5 43214",0.4283,"ZCTA5 43214",0.0157
"G43215","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43215",,,,,,,"ZCTA5 43215",0.5545,"ZCTA5 43215",0.0270
"G43217","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43217",,,,,,,"ZCTA5 43217",0.3469,"ZCTA5 43217",0.0389
"G43219","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43219",,,,,,,"ZCTA5 43219",0.4535,"ZCTA5 43219",0.0267
"G43220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43220",,,,,,,"ZCTA5 43220",0.5042,"ZCTA5 43220",0.0213
"G43221","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43221",,,,,,,"ZCTA5 43221",0.4520,"ZCTA5 43221",0.0200
"G43222","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43222",,,,,,,"ZCTA5 43222",0.4659,"ZCTA5 43222",0.0525
"G43223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43223",,,,,,,"ZCTA5 43223",0.4407,"ZCTA5 43223",0.0181
"G43224","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43224",,,,,,,"ZCTA5 43224",0.4524,"ZCTA5 43224",0.0215
"G43227","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43227",,,,,,,"ZCTA5 43227",0.4186,"ZCTA5 43227",0.0158
"G43228","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43228",,,,,,,"ZCTA5 43228",0.4364,"ZCTA5 43228",0.0182
"G43229","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43229",,,,,,,"ZCTA5 43229",0.4162,"ZCTA5 43229",0.0146
"G43230","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43230",,,,,,,"ZCTA5 43230",0.4003,"ZCTA5 43230",0.0154
"G43231","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43231",,,,,,,"ZCTA5 43231",0.3923,"ZCTA5 43231",0.0249
"G43232","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43232",,,,,,,"ZCTA5 43232",0.4196,"ZCTA5 43232",0.0160
"G43235","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43235",,,,,,,"ZCTA5 43235",0.4052,"ZCTA5 43235",0.0126
"G43240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43240",,,,,,,"ZCTA5 43240",0.3219,"ZCTA5 43240",0.0407
"G43302","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43302",,,,,,,"ZCTA5 43302",0.4331,"ZCTA5 43302",0.0144
"G43310","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43310",,,,,,,"ZCTA5 43310",0.3795,"ZCTA5 43310",0.0492
"G43311","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43311",,,,,,,"ZCTA5 43311",0.4450,"ZCTA5 43311",0.0401
"G43314","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43314",,,,,,,"ZCTA5 43314",0.3199,"ZCTA5 43314",0.0381
"G43315","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43315",,,,,,,"ZCTA5 43315",0.4015,"ZCTA5 43315",0.0301
"G43316","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43316",,,,,,,"ZCTA5 43316",0.3871,"ZCTA5 43316",0.0320
"G43317","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43317",,,,,,,"ZCTA5 43317",0.2865,"ZCTA5 43317",0.0789
"G43318","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43318",,,,,,,"ZCTA5 43318",0.4179,"ZCTA5 43318",0.0423
"G43319","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43319",,,,,,,"ZCTA5 43319",0.2395,"ZCTA5 43319",0.0788
"G43320","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43320",,,,,,,"ZCTA5 43320",0.3081,"ZCTA5 43320",0.0468
"G43321","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43321",,,,,,,"ZCTA5 43321",0.3301,"ZCTA5 43321",0.0834
"G43322","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43322",,,,,,,"ZCTA5 43322",0.3929,"ZCTA5 43322",0.0524
"G43323","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43323",,,,,,,"ZCTA5 43323",0.3621,"ZCTA5 43323",0.0753
"G43324","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43324",,,,,,,"ZCTA5 43324",0.3864,"ZCTA5 43324",0.0377
"G43326","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43326",,,,,,,"ZCTA5 43326",0.4083,"ZCTA5 43326",0.0237
"G43330","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43330",,,,,,,"ZCTA5 43330",0.4475,"ZCTA5 43330",0.1693
"G43331","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43331",,,,,,,"ZCTA5 43331",0.4451,"ZCTA5 43331",0.0595
"G43332","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43332",,,,,,,"ZCTA5 43332",0.3941,"ZCTA5 43332",0.0593
"G43333","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43333",,,,,,,"ZCTA5 43333",0.3994,"ZCTA5 43333",0.0667
"G43334","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43334",,,,,,,"ZCTA5 43334",0.3814,"ZCTA5 43334",0.0423
"G43336","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"43336",,,,,,,"ZCTA5 43336",,"ZCTA5 43336",
